,team_id,player_id,loc_x,loc_y,ball_z,shot_clock
350,1610612765.0,203484.0,48.69044,14.47754,0.0,24.0
351,1610612765.0,203083.0,46.52499,24.75931,0.0,24.0
352,-1.0,-1.0,52.2405,27.38656,7.9051,24.0
353,1610612737.0,2594.0,45.95202,15.75266,0.0,24.0
354,1610612737.0,200794.0,59.85005,27.85833,0.0,24.0
355,1610612737.0,201143.0,46.48851,24.76406,0.0,24.0
356,1610612737.0,201952.0,30.6521,23.83379,0.0,24.0
357,1610612737.0,203145.0,40.73751,31.76716,0.0,24.0
358,1610612765.0,101141.0,55.95192,26.6487,0.0,24.0
359,1610612765.0,202704.0,72.94925,25.92129,0.0,24.0
360,1610612765.0,202694.0,49.51454,35.87727,0.0,24.0
361,1610612765.0,203484.0,48.69505,14.48079,0.0,24.0
362,1610612765.0,203083.0,46.48851,24.76406,0.0,24.0
363,-1.0,-1.0,52.75719,27.53421,7.36181,24.0
364,1610612737.0,2594.0,45.9506,15.76313,0.0,24.0
365,1610612737.0,200794.0,60.00773,28.09957,0.0,24.0
366,1610612737.0,201143.0,46.41131,24.76516,0.0,24.0
367,1610612737.0,201952.0,30.73689,23.87586,0.0,24.0
368,1610612737.0,203145.0,40.73357,31.78623,0.0,24.0
369,1610612765.0,101141.0,55.93403,26.79078,0.0,24.0
370,1610612765.0,202704.0,72.86485,25.98048,0.0,24.0
371,1610612765.0,202694.0,49.4946,35.93835,0.0,24.0
372,1610612765.0,203484.0,48.70043,14.48696,0.0,24.0
373,1610612765.0,203083.0,46.41131,24.76516,0.0,24.0
374,-1.0,-1.0,53.11965,27.65268,6.84005,24.0
375,1610612737.0,2594.0,45.94323,15.77315,0.0,24.0
376,1610612737.0,200794.0,60.15277,28.38862,0.0,24.0
377,1610612737.0,201143.0,46.37621,24.73123,0.0,24.0
378,1610612737.0,201952.0,30.82054,23.91245,0.0,24.0
379,1610612737.0,203145.0,40.72792,31.80443,0.0,24.0
380,1610612765.0,101141.0,55.92218,26.94626,0.0,24.0
381,1610612765.0,202704.0,72.77105,26.02979,0.0,24.0
382,1610612765.0,202694.0,49.45689,36.00324,0.0,24.0
383,1610612765.0,203484.0,48.70092,14.49007,0.0,24.0
384,1610612765.0,203083.0,46.37621,24.73123,0.0,24.0
385,-1.0,-1.0,53.34303,27.67727,6.54729,23.98
386,1610612737.0,2594.0,45.92986,15.786010000000001,0.0,23.98
387,1610612737.0,200794.0,60.29174,28.63244,0.0,23.98
388,1610612737.0,201143.0,46.34379,24.70882,0.0,23.98
389,1610612737.0,201952.0,30.90357,23.94207,0.0,23.98
390,1610612737.0,203145.0,40.71727,31.82139,0.0,23.98
391,1610612765.0,101141.0,55.91037,27.09916,0.0,23.98
392,1610612765.0,202704.0,72.68182,26.05521,0.0,23.98
393,1610612765.0,202694.0,49.3944,36.0796,0.0,23.98
394,1610612765.0,203484.0,48.7011,14.49079,0.0,23.98
395,1610612765.0,203083.0,46.34379,24.70882,0.0,23.98
396,-1.0,-1.0,53.38878,27.6336,6.32801,23.94
397,1610612737.0,2594.0,45.9111,15.795490000000001,0.0,23.94
398,1610612737.0,200794.0,60.41785,28.86565,0.0,23.94
399,1610612737.0,201143.0,46.30777,24.77826,0.0,23.94
400,1610612737.0,201952.0,30.9862,23.96915,0.0,23.94
401,1610612737.0,203145.0,40.70199,31.84047,0.0,23.94
402,1610612765.0,101141.0,55.90146,27.23184,0.0,23.94
403,1610612765.0,202704.0,72.60517,26.0607,0.0,23.94
404,1610612765.0,202694.0,49.31591,36.16207,0.0,23.94
405,1610612765.0,203484.0,48.6913,14.49432,0.0,23.94
406,1610612765.0,203083.0,46.27923,24.68164,0.0,23.94
407,-1.0,-1.0,53.47474,27.68673,6.47278,23.9
408,1610612737.0,2594.0,45.88531,15.80907,0.0,23.9
409,1610612737.0,200794.0,60.55955,29.03812,0.0,23.9
410,1610612737.0,201143.0,46.27281,24.93825,0.0,23.9
411,1610612737.0,201952.0,31.06622,23.99459,0.0,23.9
412,1610612737.0,203145.0,40.67765,31.85519,0.0,23.9
413,1610612765.0,101141.0,55.89703,27.40656,0.0,23.9
414,1610612765.0,202704.0,72.53429,26.04006,0.0,23.9
415,1610612765.0,202694.0,49.22684,36.24572,0.0,23.9
416,1610612765.0,203484.0,48.67719,14.49528,0.0,23.9
417,1610612765.0,203083.0,46.2178,24.65853,0.0,23.9
418,-1.0,-1.0,53.45347,27.51361,6.09299,23.86
419,1610612737.0,2594.0,45.84989,15.8218,0.0,23.86
420,1610612737.0,200794.0,60.68772,29.16891,0.0,23.86
421,1610612737.0,201143.0,46.16357,25.10921,0.0,23.86
422,1610612737.0,201952.0,31.15084,24.01622,0.0,23.86
423,1610612737.0,203145.0,40.6491,31.86526,0.0,23.86
424,1610612765.0,101141.0,55.91612,27.56813,0.0,23.86
425,1610612765.0,202704.0,72.46863,25.98595,0.0,23.86
426,1610612765.0,202694.0,49.1267,36.32958,0.0,23.86
427,1610612765.0,203484.0,48.65413,14.4984,0.0,23.86
428,1610612765.0,203083.0,46.13486,24.59749,0.0,23.86
429,-1.0,-1.0,53.71557,27.5077,6.16468,23.82
430,1610612737.0,2594.0,45.80242,15.84265,0.0,23.82
431,1610612737.0,200794.0,60.81401,29.27647,0.0,23.82
